Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.8,2143,170,5.0,0.0,17686.23
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.0,1461,108.45,5.0,18357.09,15197.96
Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.4,1198,74,5.0,0.0,6403.64
BMW 5 Series 520d Sedan,Delhi,2012,90000,Diesel,Automatic,First,18.4,0,0,0.0,0.0,17686.23
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.0,2987,282,5.0,0.0,30493.5
Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0.0,0,0,0.0,0.0,3244.51
Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.0,2993,271.23,4.0,0.0,54888.3
Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.0,1248,74,5.0,9916.49,6220.67
Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,4269.09
BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.0,1995,181,5.0,0.0,15246.75
Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.0,1396,88.7,5.0,0.0,6769.56
Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.0,2982,169,7.0,0.0,23760.54
Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.0,1197,85.8,5.0,0.0,4769.18
Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.0,1199,79.4,5.0,0.0,2671.23
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.0,1197,82,5.0,0.0,8404.01
Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.0,1196,70,5.0,0.0,4232.5
Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,9.0,2349,0,5.0,0.0,3964.16
Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.0,1298,88.2,5.0,0.0,3476.26
Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,31274.13
Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.0,1497,116.3,5.0,0.0,12538.93
Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.0,1199,88.7,5.0,10721.51,7684.36
Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.1,1498,88.8,5.0,0.0,5793.76
Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.8,1461,83.14,5.0,17954.57,7074.49
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.5,2179,187.7,7.0,0.0,54278.43
Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.0,1197,82.9,5.0,0.0,5671.79
Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17.0,1497,118,5.0,0.0,4391.06
Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179,140,7.0,0.0,14941.82
Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.0,1956,170,5.0,31152.16,24394.8
Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179,140,7.0,0.0,19515.84
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.7,2179,120,8.0,0.0,7574.59
Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.4,1198,67,7.0,0.0,3964.16
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.0,2179,120,7.0,0.0,11892.46
Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.0,1198,86.7,5.0,0.0,5427.84
Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.0,1498,98.6,5.0,20540.42,14636.88
Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.0,1396,65,5.0,0.0,975.79
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186,73.97,5.0,10099.45,7257.45
Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,46.815999999999995,796,40.3,4.0,0.0,3659.22
Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.4,1396,105.5,5.0,0.0,6403.64
Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.6,2393,147.8,7.0,29200.58,27078.23
BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.0,1995,184,5.0,0.0,16466.49
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.9,1968,138.03,5.0,0.0,16466.49
Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399,68.05,5.0,0.0,4232.5
Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.1,2696,184,7.0,0.0,11587.53
Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.0,1598,103.6,5.0,0.0,5854.75
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15.0,1598,103.52,5.0,0.0,7977.1
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.4,1198,73.9,5.0,0.0,3781.19
Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.6,1248,88.5,5.0,0.0,9745.72
Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.5,1798,138.1,5.0,0.0,4025.14
Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.7,1248,88.8,7.0,0.0,10672.72
Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.0,1197,80,5.0,0.0,5110.71
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.0,2143,136,5.0,52534.2,37531.4
Honda City ZX VTEC,Jaipur,2006,95000,Petrol,Manual,Second,16.0,1497,100,5.0,0.0,2573.65
Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Petrol,Manual,First,18.1,1198,82,6.0,9611.55,7623.38
Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,Diesel,Manual,First,11.0,2982,171,7.0,0.0,13905.04
Honda City 1.5 V MT,Bangalore,2011,65000,Petrol,Manual,First,17.0,1497,118,5.0,0.0,6342.65
Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.5,1968,187.74,5.0,84613.36,48594.44
Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399,68.05,5.0,0.0,5427.84
Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.0,2143,136,5.0,0.0,23784.93
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Petrol,Manual,First,15.2,1150,74.9,5.0,0.0,2134.54
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.8,1498,99,5.0,0.0,6220.67
Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.0,1582,126.2,5.0,0.0,8294.23
Maruti Baleno Zeta CVT,Kolkata,2016,20000,Petrol,Automatic,First,21.0,1197,83.1,5.0,11026.45,7001.31
Maruti Swift LXi BSIV,Hyderabad,2010,71000,Petrol,Manual,First,16.0,1197,85,5.0,0.0,4025.14
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.0,3498,271.72,4.0,0.0,39031.68
BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.7,1995,190,5.0,67171.08,42690.9
Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.0,1248,73.75,5.0,13380.55,10855.69
Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Petrol,Manual,Second,17.0,1591,121.3,5.0,0.0,4878.96
Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.0,1956,170,5.0,26492.75,23736.14
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.0,1991,142,5.0,0.0,6403.64
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,21.139999999999997,1196,73,5.0,0.0,3171.32
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.0,1497,108.5,5.0,13990.42,11246.0
Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.0,814,55.2,5.0,0.0,2195.53
Tata Indica DLS,Hyderabad,2005,100000,Diesel,Manual,Second,13.0,1405,0,5.0,0.0,1585.66
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.6,2993,258,5.0,0.0,38726.75
Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.7,1248,88.76,7.0,0.0,7306.24
Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18.0,1198,86.7,5.0,0.0,6025.52
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.0,1388,68,5.0,0.0,1829.61
Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.0,1799,130,5.0,0.0,3964.16
Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,LPG,Manual,First,24.22,1061,57.5,5.0,0.0,2378.49
Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.7,1248,88.8,7.0,0.0,7928.31
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120,70,5.0,0.0,4525.24
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.1,1197,81.86,5.0,0.0,6098.7
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.8,1086,68.05,5.0,0.0,2427.28
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198,86.7,5.0,0.0,5183.9
Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.0,2698,179.5,5.0,0.0,9757.92
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,3598.23
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.1,799,53.3,5.0,5976.73,4269.09
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.0,1968,140.8,5.0,0.0,19515.84
Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.7,796,47.3,5.0,0.0,3354.28
Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8477.19
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.7,1796,186,5.0,0.0,15246.75
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.2,2967,241.4,5.0,0.0,44923.02
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.0,1199,74,5.0,0.0,3293.3
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.3,1396,88.7,5.0,0.0,12075.43
Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0,1497,118,5.0,0.0,4671.6
Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497,118,5.0,0.0,6403.64
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.0,1598,118,5.0,0.0,9452.98
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.5,1586,103.2,5.0,0.0,3000.56
Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.0,1248,74,5.0,0.0,4830.17
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.7,1248,88.8,7.0,0.0,10062.86
Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,9245.63
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120,70,5.0,0.0,4866.76
Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,7623.38
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.0,1598,103.5,5.0,0.0,6098.7
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987,198.5,5.0,0.0,5671.79
Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.0,2199,194.3,7.0,0.0,26065.84
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.0,796,46.3,5.0,0.0,2134.54
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.0,2499,134,5.0,0.0,19625.62
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.0,1396,88.7,5.0,0.0,5000.93
Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399,68,5.0,0.0,4342.27
Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0,1497,118,5.0,0.0,5135.11
Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,17.0,1248,0,5.0,0.0,8367.42
Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.0,1582,126.2,5.0,0.0,8050.28
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591,121.3,5.0,0.0,17503.27
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,11587.53
BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.0,2993,241,4.0,0.0,26712.31
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.1,1995,190,5.0,0.0,37141.08
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.8,1498,99,5.0,0.0,6220.67
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0,1591,121.3,5.0,0.0,6635.39
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.0,1399,68,5.0,0.0,1951.58
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.6,1968,174.33,5.0,0.0,20333.07
Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.0,2354,0,5.0,0.0,11587.53
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0,1396,98.6,5.0,0.0,4696.0
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.2,2755,174.5,7.0,44752.26,12978.03
Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.1,799,53.3,5.0,0.0,4269.09
Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0,995,62,5.0,0.0,1341.71
Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.0,1599,103.2,5.0,0.0,3171.32
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.8,1995,184,5.0,0.0,22565.19
Hyundai Santro Xing XP,Bangalore,2004,167000,Petrol,Manual,First,0.0,1086,0,5.0,0.0,1646.65
Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.5,1248,74,5.0,0.0,9696.93
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.0,1186,73.97,5.0,0.0,6696.37
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199,88.7,5.0,12319.37,8477.19
Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405,70,5.0,0.0,1219.74
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.0,1399,67,5.0,0.0,5427.84
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.0,1248,88.5,5.0,15283.34,8525.98
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.0,1586,104.68,5.0,0.0,4281.29
Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.0,1197,83.1,5.0,0.0,9196.84
Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.0,1248,73.94,5.0,0.0,4452.05
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.0,1582,126.24,5.0,0.0,19515.84
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.0,995,62.1,5.0,0.0,1707.64
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.0,1197,81.83,5.0,0.0,7867.32
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.0,1120,71,5.0,0.0,5366.86
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199,88.7,5.0,0.0,7257.45
Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.0,1198,86.8,5.0,0.0,4756.99
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143,201.1,5.0,0.0,43032.43
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.0,2179,153.86,7.0,25455.97,17381.3
Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.0,1120,71,5.0,0.0,5488.83
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.0,1498,89.84,5.0,0.0,9148.05
Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.0,624,37.48,4.0,0.0,4159.31
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.0,1198,86.8,5.0,0.0,3964.16
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.5,1248,88.5,7.0,0.0,10123.84
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.3,1197,78.9,5.0,0.0,4208.1
Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086,0,5.0,0.0,2561.45
Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179,140,7.0,0.0,14575.89
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,5183.9
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179,138.1,7.0,0.0,10062.86
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.0,2354,180,5.0,0.0,7257.45
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.0,1196,73,7.0,6074.31,5244.88
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.0,1248,74,5.0,0.0,4756.99
Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.0,1197,83.1,5.0,0.0,7818.53
Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.0,2179,140,7.0,0.0,10197.03
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.0,1197,82,5.0,0.0,4696.0
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.2,2143,167.62,5.0,0.0,43910.64
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.1,1798,160,5.0,0.0,9148.05
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.1,1498,88.73,5.0,0.0,6952.52
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.8,1197,81.80,5.0,7196.47,6708.57
Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.0,1248,74,5.0,0.0,7196.47
Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,9452.98
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.0,2993,235,5.0,0.0,21955.32
Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.0,1896,106,5.0,0.0,5366.86
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.2,1197,103.5,5.0,14222.17,10087.25
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.8,1461,83.8,5.0,0.0,5793.76
Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.0,1497,118,5.0,0.0,4635.01
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.5,1598,103.6,5.0,0.0,4147.12
Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.0,1197,82,5.0,0.0,5732.78
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.0,1388,68,5.0,0.0,1817.41
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.0,1120,71,5.0,0.0,5488.83
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.0,1498,98.6,5.0,0.0,6586.6
Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497,117.3,5.0,0.0,14027.01
Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.0,1461,108.5,5.0,0.0,4269.09
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.4,1995,190,5.0,77709.64,20125.71
Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.0,1586,103.3,5.0,0.0,4756.99
Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.0,1497,78,5.0,0.0,3964.16
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0,1198,73.75,5.0,0.0,7123.28
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198,73.75,5.0,0.0,7013.5
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.5,1968,140,5.0,0.0,12197.4
Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.0,998,67.1,5.0,0.0,1280.73
Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.0,1582,126.32,5.0,0.0,6879.33
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.0,2143,170,5.0,78758.61,62170.15
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.7,1995,190,5.0,74257.77,36531.21
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.0,1498,98.6,7.0,0.0,5915.74
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.0,1582,126.2,5.0,0.0,17686.23
Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497,118,5.0,0.0,6708.57
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.0,1399,68,5.0,0.0,3903.17
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.5,1248,74,5.0,0.0,5488.83
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143,204,5.0,0.0,37470.41
Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.0,1991,147.9,7.0,0.0,4269.09
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.0,2494,102,7.0,0.0,8525.98
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.2,1493,100,7.0,0.0,4208.1
Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.0,1497,117.3,5.0,0.0,8013.69
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,21345.45
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.0,1199,73.9,5.0,0.0,4574.02
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.0,1497,121.36,5.0,16137.16,12185.2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.9,2494,100,7.0,0.0,10001.87
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493,100,5.0,0.0,1341.71
Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,30.94,1586,85.7,5.0,0.0,4744.79
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.0,796,47.3,5.0,0.0,2988.36
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.0,2987,224.34,5.0,0.0,16771.42
Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.5,1248,74,5.0,0.0,3659.22
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.0,1248,88.5,5.0,13490.32,11282.6
Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.0,2400,215,5.0,0.0,21528.41
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.5,2982,168.5,7.0,0.0,22260.26
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396,90,5.0,0.0,4208.1
Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.1,1968,174.33,5.0,0.0,28968.82
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.6,1461,108.5,5.0,20991.73,6647.58
